15.829784,16.087248,16.000051,15.999937
15.829742,16.088095,16.000154,15.99981
15.829741,16.08892,16.000257,15.999683
15.829778,16.089727,16.00036,15.999557
15.829852,16.090515,16.000463,15.99943
15.829962,16.091282,16.000568,15.999303
15.830106,16.092031,16.000671,15.999176
15.830282,16.092764,16.000774,15.999049
15.83049,16.09348,16.000877,15.998922
15.830729,16.094175,16.00098,15.9987955
15.8309965,16.094856,16.001085,15.998669
15.831293,16.095518,16.001188,15.998542
15.831615,16.096167,16.001291,15.998415
15.866818,16.084192,17.601292,15.998218
15.902329,16.072092,18.901833,15.998044
15.938105,16.05982,19.911835,15.99789
15.974164,16.04739,20.700558,15.997756
16.011808,16.035133,21.318525,15.997641
16.049603,16.02276,21.80368,15.997541
16.088243,16.006165,22.185038,15.997457
16.12696,15.989503,22.485035,15.997385
16.165848,15.972539,22.72114,15.997324
16.205889,15.954287,22.907017,15.997273
16.245955,15.935987,23.053377,15.997231
16.286013,15.916951,23.168636,15.997194
16.326143,15.897884,23.259409,15.997165
16.366716,15.878154,23.330902,15.997139
16.406761,15.859025,23.38721,15.997118
16.447119,15.839127,23.431564,15.997101
16.487862,15.818949,23.466497,15.997086
16.528923,15.798561,23.494013,15.997074
16.569986,15.778161,23.515686,15.997064
16.610897,15.757587,23.532759,15.997054
16.652273,15.7368765,23.546206,15.997047
16.693214,15.716944,23.556797,15.997041
16.744091,15.699415,23.56514,15.997035
16.795364,15.682413,23.571712,15.99703
16.847374,15.665965,23.576889,15.997026
16.902985,15.646679,23.580969,15.997023
16.959583,15.62665,23.58418,15.997019
17.018187,15.604126,23.586712,15.997016
17.077053,15.581712,23.588707,15.997013
17.135988,15.560377,23.590279,15.99701
17.194271,15.5402155,23.591515,15.997007
17.256132,15.516432,23.592491,15.997005
17.31913,15.491931,23.59326,15.997003
17.377396,15.471455,23.593866,15.997001
17.43591,15.450839,23.594343,15.996999
17.494139,15.431733,23.594719,15.996997
17.550156,15.412343,23.595016,15.996995
17.606016,15.3927355,23.595251,15.996994
17.665522,15.372496,23.595436,15.996992
17.722841,15.352785,23.595581,15.99699
17.780006,15.333069,23.595697,15.996989
17.83791,15.312443,23.595789,15.996987
17.895304,15.292604,23.59586,15.996986
17.952765,15.272818,23.595917,15.996985
18.010153,15.25346,23.595963,15.996984
18.06753,15.2341585,23.595997,15.996983
18.124653,15.214788,23.596027,15.996982
18.181599,15.1953745,23.596048,15.996981
18.239119,15.175476,23.596067,15.99698
18.295496,15.156925,23.59608,15.996979
18.287252,15.160815,23.598911,15.996834
18.278692,15.164819,23.601742,15.996689
18.26983,15.168931,23.604572,15.996544
18.260677,15.173163,23.607407,15.996399
18.251253,15.177492,23.61024,15.996254
18.24157,15.181913,23.613075,15.996109
18.23164,15.186422,23.615913,15.995963
18.221478,15.191013,23.618752,15.995818
18.211096,15.195683,23.621592,15.995673
18.200504,15.200421,23.624432,15.995528
18.189714,15.205228,23.627275,15.995382
18.178738,15.210099,23.63012,15.995237
18.16758,15.21503,23.632965,15.995092
18.156252,15.220024,23.63581,15.994947
18.144749,15.225095,23.638659,15.9948015
18.133102,15.230213,23.641506,15.994657
18.121307,15.235388,23.644358,15.994511
18.10938,15.240607,23.64721,15.994366
18.097336,15.245866,23.650063,15.994221
18.085178,15.251163,23.652916,15.994075
18.072916,15.256493,23.655773,15.99393
18.060556,15.261854,23.658628,15.993784
18.04808,15.2672825,23.661488,15.993639
18.035532,15.272735,23.664347,15.993493
18.022907,15.27821,23.667208,15.993348
18.010202,15.28371,23.67007,15.993202
17.997437,15.289227,23.672934,15.993057
17.984602,15.29475,23.675798,15.992911
17.97171,15.300293,23.678665,15.992765
17.95879,15.305843,23.681532,15.99262
17.945824,15.311396,23.684402,15.992475
17.932821,15.316956,23.687271,15.99233
17.919788,15.322521,23.690144,15.992184
17.906736,15.328077,23.693016,15.992038
17.893665,15.333635,23.69589,15.991892
17.880577,15.339193,23.698767,15.991747
17.867481,15.344749,23.701643,15.991601
17.854372,15.3503,23.704521,15.991455
17.84126,15.35585,23.707401,15.991309
17.82815,15.361396,23.710281,15.991164
17.815044,15.3669405,23.713165,15.991018
17.801924,15.372488,23.71605,15.990872
17.788815,15.378027,23.718933,15.990726
17.77572,15.383555,23.721819,15.990581
17.762638,15.389076,23.724707,15.990435
17.749573,15.39459,23.727596,15.990289
17.736528,15.400091,23.730488,15.990143
17.723509,15.405563,23.73338,15.989998
17.71052,15.411019,23.73627,15.989852
17.697561,15.416461,23.739166,15.989706
17.684637,15.421888,23.742062,15.98956
17.67172,15.427309,23.744959,15.989413
17.65884,15.432726,23.747858,15.989267
17.645996,15.438098,23.750757,15.989121
17.633188,15.44345,23.753658,15.988976
17.620386,15.448757,23.756561,15.98883
17.607628,15.454051,23.759464,15.988684
17.594913,15.459325,23.762371,15.988538
17.58225,15.464578,23.765278,15.988392
17.569635,15.469807,23.768185,15.988246
17.557074,15.475012,23.771095,15.988099
17.544567,15.480194,23.774006,15.987953
17.532118,15.485338,23.776917,15.987807
17.519722,15.490461,23.77983,15.987661
17.507385,15.495557,23.782745,15.9875145
17.495094,15.500615,23.785662,15.987369
17.482862,15.505648,23.78858,15.987223
17.47069,15.5106535,23.7915,15.987076
17.458614,15.515663,23.79442,15.98693
17.446632,15.520623,23.79734,15.986783
17.434713,15.525556,23.800264,15.986637
17.42287,15.530466,23.803188,15.98649
17.411097,15.535352,23.806114,15.986344
17.399387,15.540211,23.809042,15.986197
17.387768,15.545034,23.81197,15.986052
17.376217,15.549836,23.814901,15.985905
17.36473,15.554608,23.817833,15.985759
17.353312,15.55932,23.820766,15.985612
17.341978,15.564031,23.8237,15.985466
17.330713,15.568714,23.826635,15.985319
17.319515,15.573368,23.829573,15.985172
17.308388,15.577992,23.83251,15.985026
17.297337,15.58259,23.83545,15.9848795
17.286358,15.587159,23.83839,15.984733
17.275434,15.591692,23.841333,15.984586
17.264585,15.596187,23.844278,15.984439
17.253805,15.600651,23.847223,15.984293
17.243095,15.605085,23.85017,15.984146
17.232454,15.60949,23.853119,15.983999
17.221884,15.613866,23.856068,15.983852
17.211378,15.618208,23.85902,15.9837055
17.200945,15.6225195,23.861973,15.983559
17.190582,15.626802,23.864925,15.983412
17.18029,15.631054,23.86788,15.983265
17.170078,15.635276,23.870836,15.983118
17.159935,15.639468,23.873795,15.982971
17.149864,15.64363,23.876755,15.982824
17.139864,15.647762,23.879715,15.9826765
17.12992,15.651878,23.882677,15.98253
17.120045,15.655964,23.88564,15.982383
17.16947,15.641903,23.824162,15.985479
17.222462,15.624717,23.77574,15.98792
17.276247,15.607567,23.737598,15.989841
17.32778,15.590313,23.707558,15.991356
17.379847,15.573368,23.683895,15.992548
17.43272,15.555438,23.665258,15.993487
17.489206,15.537591,23.650578,15.994227
17.545877,15.519579,23.639015,15.994811
17.602577,15.501936,23.629908,15.99527
17.658903,15.484303,23.622734,15.995631
17.715862,15.463283,23.617085,15.995915
17.770779,15.443488,23.612633,15.99614
17.823866,15.423211,23.609129,15.996316
17.877134,15.4027605,23.606367,15.996455
17.930395,15.38209,23.604193,15.996564
17.997652,15.35871,23.602482,15.99665
18.063858,15.335307,23.601131,15.996717
18.129309,15.312431,23.600069,15.99677
18.194777,15.290366,23.599232,15.996811
18.263866,15.268139,23.598574,15.996843
18.33264,15.245443,23.598053,15.996868
18.39869,15.222695,23.597645,15.996887
18.464224,15.200312,23.597322,15.996902
18.529186,15.178476,23.597069,15.996914
18.594063,15.156767,23.596869,15.9969225
18.660841,15.131314,23.596712,15.996928
18.730497,15.104152,23.596588,15.996933
18.804813,15.076307,23.59649,15.996936
18.878525,15.0497055,23.596413,15.996939
18.954735,15.022915,23.596354,15.99694
19.031471,14.996511,23.596306,15.996941
19.108362,14.970476,23.59627,15.996941
19.188187,14.943598,23.596241,15.996941
19.271015,14.910901,23.596218,15.99694
19.351841,14.876108,23.596199,15.996939
19.435349,14.843177,23.596188,15.996938
19.51964,14.80798,23.596176,15.996937
19.620878,14.780345,23.596169,15.996936
19.737543,14.743599,23.596165,15.996934
19.862585,14.69552,23.59616,15.996933
19.984709,14.656968,23.596157,15.996931
20.111435,14.6146555,23.596157,15.996929
20.2547,14.560655,23.596157,15.996927
20.406628,14.512849,23.596159,15.996926
20.563457,14.458637,23.59616,15.996924
20.728294,14.413808,23.596163,15.996923
20.913847,14.365304,23.596165,15.996921
21.107738,14.315217,23.596167,15.996919
21.27736,14.271651,23.596167,15.996915
21.454666,14.2247,23.596167,15.99691
21.617758,14.183932,23.596163,15.996907
21.808304,14.137786,23.596159,15.996904
22.028097,14.046475,23.596153,15.996903
22.305243,13.960903,23.596153,15.996901
23.098207,14.016461,23.596256,15.996866
24.698208,13.455194,23.597033,15.996835
26.298206,15.055195,23.59896,15.996912
27.898209,16.079895,23.603176,15.997129
29.498207,17.679895,23.612947,15.997588
31.09821,16.079895,23.623516,15.989506
32.698208,14.479895,23.63059,15.992233
31.098207,16.079895,23.623453,16.017025
